States,Position
B>SS, 0, -3, -0.410553
SgetRT, 3, -5, -0.410553
RgetRT, -4, 4, -0.410553
B>SS, 4, 4, -0.410553
SgetRT, -1, 0, -0.410553
RgetRT, -5, -2, -0.410553
B>SS, -1, -5, -0.410553
SgetRT, -3, -4, -0.410553
RgetRT, 3, -3, -0.410553
B>SS, -3, 4, -0.410553
SgetRT, -5, -3, -0.410553
RgetRT, -3, 1, -0.410553
B>SS, -1, -1, -0.410553
SgetRT, 4, 0, -0.410553
RgetRT, 1, -5, -0.410553
B>SS, -1, -4, -0.410553
SgetRT, -5, 2, -0.410553
RgetRT, -2, -5, -0.410553
B>SS, -3, 4, -0.410553
SgetRT, 0, -2, -0.410553
RgetRT, 3, -1, -0.410553
B>SS, -5, -3, -0.410553
SgetRT, 0, -5, -0.410553
RgetRT, -4, -1, -0.410553
B>SS, -4, -3, -0.410553
SgetRT, -5, 2, -0.410553
RgetRT, 4, -5, -0.410553
B>SS, 4, 4, -0.410553
SgetRT, -4, -3, -0.410553
RgetRT, -4, 1, -0.410553
B>SS, 0, -5, -0.410553
SgetRT, -5, -1, -0.410553
RgetRT, -1, 4, -0.410553
B>SS, -1, 0, -0.410553
SgetRT, 1, 3, -0.410553
RgetRT, -2, 0, -0.410553
B>SS, 3, 1, -0.410553
SgetRT, 2, -2, -0.410553
RgetRT, -1, -5, -0.410553
B>SS, -3, -1, -0.410553
SgetRT, -3, -1, -0.410553
RgetRT, -1, 3, -0.410553
B>SS, -2, 0, -0.410553
SgetRT, 4, 3, -0.410553
RgetRT, -1, -3, -0.410553
B>SS, 2, -5, -0.410553
SgetRT, -3, -2, -0.410553
RgetRT, 0, 4, -0.410553
B>SS, -2, 2, -0.410553
SgetRT, -5, -4, -0.410553
RgetRT, -3, -1, -0.410553
B>SS, -1, -5, -0.410553
SgetRT, -4, 0, -0.410553
RgetRT, 0, 3, -0.410553
B>SS, -5, 3, -0.410553
SgetRT, 3, -5, -0.410553
RgetRT, -5, 4, -0.410553
B>SS, -1, 0, -0.410553
SgetRT, -5, 1, -0.410553
RgetRT, 2, 3, -0.410553
B>SS, -2, -4, -0.410553
SgetRT, 2, 2, -0.410553
RgetRT, -3, -3, -0.410553
B>SS, 1, -3, -0.410553
SgetRT, -2, -4, -0.410553
RgetRT, 3, 1, -0.410553
B>SS, -5, 2, -0.410553
SgetRT, 1, 1, -0.410553
RgetRT, 1, -4, -0.410553
B>SS, -1, 1, -0.410553
SgetRT, 0, 0, -0.410553
RgetRT, -4, -2, -0.410553
,,
Parameters,Position
const txt=Scout1G,-3, 3, -0.410553
const txt=Scout1R,0, -1, -0.410553
const txt=Scout1B,2, -4, -0.410553
const txt=Scout2,0, -1, -0.410553
const txt=Guard,2, 1, -0.410553
const txt=Warrior1,3, 2, -0.410553
const txt=Warrior2,3, 2, -0.410553
const txt=MinerG,4, 0, -0.410553
const txt=MinerR,-1, -2, -0.410553
const txt=MinerB,-2, -5, -0.410553
const scal=60,0, 0, -0.410553
ref:game,1, 4, -0.410553
const txt=time,2, -4, -0.410553
const scal=120,-1, 3, -0.410553
ref:game,3, -1, -0.410553
const txt=time,2, 3, -0.410553
const scal=180,-5, 1, -0.410553
ref:game,1, 3, -0.410553
const txt=time,-1, -3, -0.410553
const scal=240,-5, 2, -0.410553
ref:game,-1, -3, -0.410553
const txt=time,3, -4, -0.410553
const scal=1,-3, 4, -0.410553
ref:home,2, 1, -0.410553
const txt=population,1, 1, -0.410553
const txt=Scout1G,1, 0, -0.410553
const scal=1,1, -5, -0.410553
ref:home,2, 4, -0.410553
const txt=population,-1, -1, -0.410553
const txt=Scout1R,4, -5, -0.410553
const scal=1,-5, 4, -0.410553
ref:home,4, 4, -0.410553
const txt=population,2, 0, -0.410553
const txt=Scout1B,-4, -4, -0.410553
const scal=2,-4, 0, -0.410553
ref:home,-5, -5, -0.410553
const txt=population,2, -1, -0.410553
const txt=MinerB,-1, 2, -0.410553
const scal=2,-1, -3, -0.410553
ref:home,1, 4, -0.410553
const txt=population,-2, 0, -0.410553
const txt=MinerR,-3, -1, -0.410553
const scal=2,4, 3, -0.410553
ref:home,-5, 2, -0.410553
const txt=population,2, 3, -0.410553
const txt=MinerG,3, 1, -0.410553
const scal=6,-1, 3, -0.410553
ref:home,-1, 3, -0.410553
const txt=population,2, -3, -0.410553
const txt=Guard,-2, 1, -0.410553
const scal=9,-5, -4, -0.410553
ref:home,-1, 3, -0.410553
const txt=population,1, -5, -0.410553
const txt=Guard,2, 0, -0.410553
const scal=3,1, 3, -0.410553
ref:home,4, 3, -0.410553
const txt=population,4, 4, -0.410553
const txt=MinerG,-4, -2, -0.410553
const scal=3,3, 0, -0.410553
ref:home,-5, 1, -0.410553
const txt=population,-5, 1, -0.410553
const txt=MinerR,0, -1, -0.410553
const scal=3,3, 4, -0.410553
ref:home,3, 4, -0.410553
const txt=population,-2, -3, -0.410553
const txt=MinerB,2, -4, -0.410553
const scal=1,0, -3, -0.410553
ref:home,-1, 3, -0.410553
const txt=population,-1, 3, -0.410553
const txt=Scout1G,-5, -2, -0.410553
const scal=1,3, 0, -0.410553
ref:home,4, -2, -0.410553
const txt=population,-5, -3, -0.410553
const txt=Scout1R,2, 3, -0.410553
const scal=1,-4, -3, -0.410553
ref:home,-3, 3, -0.410553
const txt=population,-5, -3, -0.410553
const txt=Scout1B,-5, -3, -0.410553
const scal=3,-3, -5, -0.410553
ref:home,-4, 0, -0.410553
const txt=population,1, -2, -0.410553
const txt=Scout2,-3, 4, -0.410553
const scal=3,2, 1, -0.410553
ref:home,-4, 1, -0.410553
const txt=population,1, -4, -0.410553
const txt=Warrior1,-2, 3, -0.410553
const scal=3,-1, 0, -0.410553
ref:home,2, 2, -0.410553
const txt=population,-5, 1, -0.410553
const txt=MinerR,4, -1, -0.410553
const scal=3,3, 2, -0.410553
ref:home,0, 2, -0.410553
const txt=population,-3, 0, -0.410553
const txt=MinerG,3, -3, -0.410553
const scal=3,4, 0, -0.410553
ref:home,-3, -5, -0.410553
const txt=population,-4, -5, -0.410553
const txt=MinerB,-1, -4, -0.410553
const scal=9,-5, 1, -0.410553
ref:home,2, 1, -0.410553
const txt=population,4, 2, -0.410553
const txt=Guard,2, 3, -0.410553
const scal=4,2, -1, -0.410553
ref:home,4, -1, -0.410553
const txt=population,-3, -1, -0.410553
const txt=MinerR,-4, -2, -0.410553
const scal=4,-4, -5, -0.410553
ref:home,-2, 1, -0.410553
const txt=population,-4, -4, -0.410553
const txt=MinerG,-3, 4, -0.410553
const scal=4,-4, 3, -0.410553
ref:home,-2, 1, -0.410553
const txt=population,-3, -1, -0.410553
const txt=MinerB,1, -5, -0.410553
const scal=6,-1, -3, -0.410553
ref:home,1, 2, -0.410553
const txt=population,-1, 0, -0.410553
const txt=Warrior1,2, 0, -0.410553
const scal=3,-1, -3, -0.410553
ref:home,2, -2, -0.410553
const txt=population,4, 4, -0.410553
const txt=Warrior2,0, -1, -0.410553
const scal=9,2, -5, -0.410553
ref:home,3, 4, -0.410553
const txt=population,-4, -2, -0.410553
const txt=Guard,2, 0, -0.410553
const scal=3,-3, 4, -0.410553
ref:home,2, -4, -0.410553
const txt=population,-4, -5, -0.410553
const txt=Scout2,2, 4, -0.410553
const scal=12,-4, 0, -0.410553
ref:home,4, 0, -0.410553
const txt=population,-1, -5, -0.410553
const txt=Warrior1,-2, 4, -0.410553
const scal=6,-4, 1, -0.410553
ref:home,-4, -4, -0.410553
const txt=population,-4, 2, -0.410553
const txt=Warrior2,-5, 0, -0.410553
const scal=4,-5, -3, -0.410553
ref:home,-1, 0, -0.410553
const txt=population,-5, 4, -0.410553
const txt=MinerR,-5, -2, -0.410553
const scal=4,-1, 0, -0.410553
ref:home,3, -5, -0.410553
const txt=population,0, -1, -0.410553
const txt=MinerG,-5, -3, -0.410553
const scal=4,3, -5, -0.410553
ref:home,-1, 3, -0.410553
const txt=population,0, 3, -0.410553
const txt=MinerB,-2, -5, -0.410553
const scal=9,-5, -1, -0.410553
ref:home,4, -5, -0.410553
const txt=population,3, 4, -0.410553
const txt=Guard,1, -5, -0.410553
